Request ID,User Define Status,Techinical Status,Target Status,DTP,Created On ,Created Date,Last Changed By ,Start Time ,Finish Time ,Last Execution Time,Lines Read,Lines Transferred,Source,Source Type,Target,Target Type,PROCESSMODE,Request ID
414,4,4,4,DTP_003N7L7ESY9HNXAQE0BMJ9MG8,"2,02,50,22,01,31,055",20250220,BEST,"2,02,50,22,01,34,012.90","2,02,50,22,01,34,014.90",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_7QFRW9RMK2WEFKNG82CPVEE0D
415,4,4,4,DTP_003N7L7ESY9HNXAQE0BMJ9MG8,"2,02,50,22,01,31,055",20250220,BEST,"2,02,50,22,01,35,918.10",0,20250220,0,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,,DTPR_17LSHNEP9S7Q7MX2X5IXR7QLP
416,4,4,4,DTP_003N7L7ESY9HNXAQE0BMJ9MG8,"2,02,50,22,01,31,055",20250220,BEST,"2,02,50,22,01,35,922.60","2,02,50,22,01,35,924.50",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_23KOPMTLUIBSD7NI415SE2E0D
417,4,4,4,DTP_003N7L7ESY9HNXATQ9VRHT71K,"2,02,50,22,01,41,128",20250220,BEST,"2,02,50,22,01,41,128.40","2,02,50,22,01,41,130.50",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_5EXD08MUNVTCETUY0WV3K6EZX
418,4,4,4,DTP_003N7L7ESY9HNXATSZURIIX2K,"2,02,50,22,01,41,303",20250220,BEST,"2,02,50,22,01,41,303.50","2,02,50,22,01,41,305.50",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_80PBIUWZ0OEUQDVNDW24MEQ25
419,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,41,725.60","2,02,50,22,01,41,728.20",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_6BDN0ZRJDDLK6CEM5WJ40EELP
420,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,41,731.20",0,20250220,0,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,,DTPR_77CJ8Z6FY3PMBX51CS5YN920D
421,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,41,737.90",0,20250220,0,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,,DTPR_7I05ZMZET0EZ1S1UF2PKUV9T9
422,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,41,742.20","2,02,50,22,01,41,744.10",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_8BUC2AFQ0CSD26LPEAMWNEA25
423,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,52,248.40",0,20250220,0,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,,DTPR_27QJJ68UYPGF7OYON77YOQLWT
424,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,52,252.60","2,02,50,22,01,52,254.60",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_31KPLTP661TT83IJMF5AH9M5P
426,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,52,440.10",0,20250220,0,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,,DTPR_AXMLDC3C612V70CLAZNPHL84T
427,4,4,4,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,52,445.30","2,02,50,22,01,52,447.40",20250220,5,0,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_BRGRFZJNDDG97EWGA7L1A48DP
428,2,2,2,DTP_003N7L7ESY9HNXAU0BTICH4OR,"2,02,50,22,01,41,725",20250220,BEST,"2,02,50,22,01,54,235.20","2,02,50,22,01,54,237.40",20250220,5,5,ZDS_SALES                     NEW FLAT,DTASRC,ZSMID_AV,IOBJA,7,DTPR_25M469NRE7EQVSIAZ9C7MDLRH
435,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,01,93,043.80","2,02,50,22,01,93,048.10",20250220,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_4ZXKV2JC2Y7QUVN1PVWKB0QJX
442,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,11,93,044.00","2,02,50,22,11,93,047.70",20250221,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_DP8CMWSLQ24BZ4FKZP4I4KB59
444,8,8,2,DTP_003N7L7ESY9JE81MDHYJYBAD5,"2,02,50,22,12,34,442",20250221,BEST,"2,02,50,22,12,34,442.80","2,02,50,22,12,34,447.60",20250221,10,10,ZVI_DOC_DS                    ZCUST_MAT,DTASRC,ZVI_DSDC,ODSO,E,DTPR_2NCSWDHXN9JLEK5PMD1ZUN1IL
446,8,8,2,DTP_003N7L7ESY9JE81NK4HXT0DXK,"2,02,50,22,20,00,913",20250222,BEST,"2,02,50,22,20,00,913.20","2,02,50,22,20,00,919.30",20250222,10,10,ZVI_DSDC,ODSO,ZVI_DOC,CUBE,1,DTPR_1I3Q86YAL8UVERWJ97OO4MA99
448,8,8,2,DTP_003N7L7ESY9JE81MDHYJYBAD5,"2,02,50,22,12,34,442",20250221,BEST,"2,02,50,22,20,01,721.30","2,02,50,22,20,01,725.30",20250222,10,10,ZVI_DOC_DS                    ZCUST_MAT,DTASRC,ZVI_DSDC,ODSO,E,DTPR_CLETS6XO3E09JES1D05XCZ4H9
450,8,8,2,DTP_003N7L7ESY9JE81MDHYJYBAD5,"2,02,50,22,12,34,442",20250221,BEST,"2,02,50,22,20,02,138.30","2,02,50,22,20,02,140.60",20250222,0,0,ZVI_DOC_DS                    ZCUST_MAT,DTASRC,ZVI_DSDC,ODSO,E,DTPR_09NV4G5LKEJ4OEHSLPGLYW6ZX
451,8,8,2,DTP_003N7L7ESY9JE81MDHYJYBAD5,"2,02,50,22,12,34,442",20250221,BEST,"2,02,50,22,20,02,421.80","2,02,50,22,20,02,424.30",20250222,0,0,ZVI_DOC_DS                    ZCUST_MAT,DTASRC,ZVI_DSDC,ODSO,E,DTPR_4AL971HYUCWQG2VZ2HO78VXWT
453,4,4,4,DTP_003N7L7ESY9JE81MDHYJYBAD5,"2,02,50,22,12,34,442",20250221,BEST,"2,02,50,22,20,02,603.00","2,02,50,32,61,94,851.30",20250222,0,0,ZVI_DOC_DS                    ZCUST_MAT,DTASRC,ZVI_DSDC,ODSO,E,DTPR_5YSRVODC73IEN2HSKVY9DIIY5
460,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,21,93,048.70","2,02,50,22,21,93,053.00",20250222,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_1MHOESABSCHY1Y8F7DIBO0ORX
462,4,4,4,DTP_003N7L7ESY9HNXPBCXTR9POXA,"2,02,50,22,22,34,041",20250222,BEST,"2,02,50,22,22,34,041.60","2,02,50,22,22,34,043.90",20250222,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,7,DTPR_CMQ77Y1P8YEY5GIQVI0KMXIEL
463,4,4,4,DTP_003N7L7ESY9HNXPBCXTR9POXA,"2,02,50,22,22,34,041",20250222,BEST,"2,02,50,22,22,34,647.20","2,02,50,22,22,34,649.30",20250222,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,7,DTPR_BEHIE66M34M4IA4FWPT4J20DP
467,4,4,4,DTP_003N7L7ESY9HNXPBCXTR9POXA,"2,02,50,22,22,34,041",20250222,BEST,"2,02,50,22,30,95,929.10",0,20250223,0,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,,DTPR_36R4RGW4UL9HU4PHRXXRMKGA5
468,4,4,4,DTP_003N7L7ESY9HNXPBCXTR9POXA,"2,02,50,22,22,34,041",20250222,BEST,"2,02,50,22,30,95,939.90","2,02,50,22,30,95,942.00",20250223,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,7,DTPR_2CH2U6J8FNIGUFS6AERZN8BXP
469,4,4,4,DTP_003N7L7ESY9HNXQ5IWW52PH4K,"2,02,50,22,31,00,313",20250223,BEST,"2,02,50,22,31,00,313.10","2,02,50,22,41,04,635.40",20250223,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,1,DTPR_C882ZP6DCU6YA64F5JCIVZSDP
470,4,4,4,DTP_003N7L7ESY9HNXQ5IWW52PH4K,"2,02,50,22,31,00,313",20250223,BEST,"2,02,50,22,31,00,513.20","2,02,50,22,31,00,515.80",20250223,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,1,DTPR_5YMS34VXFIRYS2L2OMNBPK31P
471,4,4,4,DTP_003N7L7ESY9HNXQ5IWW52PH4K,"2,02,50,22,31,00,313",20250223,BEST,"2,02,50,22,31,00,617.90",0,20250223,0,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,,DTPR_CZOU0MMDXMAWNVG070T0EU1KD
472,4,4,4,DTP_003N7L7ESY9HNXQ5IWW52PH4K,"2,02,50,22,31,00,313",20250223,BEST,"2,02,50,22,31,00,622.00","2,02,50,22,31,00,623.70",20250223,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,1,DTPR_DTJ03A2P4YOAO9ZV68QC7D1T9
479,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,31,93,047.90","2,02,50,22,31,93,052.10",20250223,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_7HKKYY61LXT239VL2AEGW3625
481,8,8,2,DTP_003N7L7ESY9JE869GXDK5AXWP,"2,02,50,22,40,91,841",20250224,BEST,"2,02,50,22,40,91,841.70","2,02,50,22,40,91,846.20",20250224,20,20,ZVTD_DS                       ZFF_AV,DTASRC,ZSDSO_FL,ODSO,E,DTPR_46QICM5X8HIOADF1IMO5R86EL
483,2,2,2,DTP_003N7L7ESY9JE86ABZ4QM8VHX,"2,02,50,22,40,93,600",20250224,BEST,"2,02,50,22,40,93,600.60","2,02,50,22,40,93,608.60",20250224,10,10,ZSDSO_FL,ODSO,ZSIC_FL,CUBE,1,DTPR_2BY739U9DRAFKZSVKC5U4GSQ5
485,8,8,2,DTP_003N7L7ESY9JE869GXDK5AXWP,"2,02,50,22,40,91,841",20250224,BEST,"2,02,50,22,40,94,334.40","2,02,50,22,40,94,338.40",20250224,20,20,ZVTD_DS                       ZFF_AV,DTASRC,ZSDSO_FL,ODSO,E,DTPR_874ZWZJ8UI8J5NYCFUNBY9BOT
487,2,2,2,DTP_003N7L7ESY9JE86ABZ4QM8VHX,"2,02,50,22,40,93,600",20250224,BEST,"2,02,50,22,40,95,024.60","2,02,50,22,40,95,030.50",20250224,2,1,ZSDSO_FL,ODSO,ZSIC_FL,CUBE,3,DTPR_9ZLOV6C3NW4ED7A2D65GAX84T
488,4,4,4,DTP_003N7L7ESY9HNXQ5IWW52PH4K,"2,02,50,22,31,00,313",20250223,BEST,"2,02,50,22,41,04,500.20","2,02,50,22,41,04,502.60",20250224,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,1,DTPR_89VX7PY2TAVFS25NNEMKV3YP9
489,4,4,4,DTP_003N7L7ESY9HNXQ5IWW52PH4K,"2,02,50,22,31,00,313",20250223,BEST,"2,02,50,22,41,05,234.60",0,20250224,0,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,,DTPR_0TNH1V7AF64KQ4IB4IGPWY831
490,4,4,4,DTP_003N7L7ESY9HNXQ5IWW52PH4K,"2,02,50,22,31,00,313",20250223,BEST,"2,02,50,22,41,05,239.50","2,02,50,22,41,05,242.30",20250224,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,1,DTPR_1PMD9UM6ZW8MVP8QBE3KJSVHP
493,2,2,2,DTP_003N7L7ESY9JE86G8EG8EYYKQ,"2,02,50,22,41,13,725",20250224,BEST,"2,02,50,22,41,13,725.10","2,02,50,22,41,13,728.10",20250224,5,5,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,7,DTPR_AH6NTUROR8U4ECZDL3CUG8QR1
496,4,4,4,DTP_003N7L7ESY9JE86LYA89LFY3A,"2,02,50,22,41,33,523",20250224,BEST,"2,02,50,22,41,33,523.10","2,02,50,30,21,70,948.70",20250224,10,10,ZDS_EMP                       NEW FLAT,DTASRC,ZIO_EID,IOBJA,7,DTPR_F2X1Z13N1CX25S4WAYLS2MGZ1
497,2,2,2,DTP_003N7L7ESY9JE86G8EG8EYYKQ,"2,02,50,22,41,53,638",20250224,BEST,"2,02,50,22,41,53,638.30","2,02,50,22,41,53,640.70",20250224,5,0,ZDS_STUDENT                   NEW FLAT,DTASRC,ZIO_PSID,IOBJA,7,DTPR_C952NI875DWIHCEUSTTAPW1NX
504,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,41,93,047.40","2,02,50,22,41,93,051.40",20250224,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_548TXTCUIQWICCPQAY5Z52A99
505,2,2,2,DTP_003N7L7ESY9HNXU6P9EG5GCLN,"2,02,50,22,51,20,238",20250225,BEST,"2,02,50,22,51,20,238.90","2,02,50,22,51,20,240.30",20250225,0,0,ZNIRAV                        NEW FLAT,DTASRC,ZN_CTMID,IOBJA,7,DTPR_3LOIL7XZFY4YAXH5W425Z9D2L
506,4,4,4,DTP_003N7L7ESY9JE86LYA89LFY3A,"2,02,50,22,51,34,628",20250225,BEST,"2,02,50,22,51,34,627.80","2,02,50,22,61,72,641.80",20250225,10,0,ZDS_EMP                       NEW FLAT,DTASRC,ZIO_EID,IOBJA,7,DTPR_16SFWMJ1W50Z4PS85W2XUI2Y5
513,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,51,93,048.20","2,02,50,22,51,93,052.50",20250225,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_AX7B52NGRU5Y1RWIHX6DARRE5
515,2,2,2,DTP_003N7L7ESY9HNY5XUWGW6SXF9,"2,02,50,22,61,13,620",20250226,BEST,"2,02,50,22,61,13,620.20","2,02,50,22,61,13,624.70",20250226,0,0,ZN_CUBE1,CUBE,Z_CUBE,DEST,D,DTPR_52QA6KIS316K43915KFGH2ZJH
516,2,2,2,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,14,337.70","2,02,50,22,61,14,347.60",20250226,"31,653","31,653",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_CP3LLDVJA1IOSPYYANLMU9T2L
517,2,2,2,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,15,232.40","2,02,50,22,61,15,242.10",20250226,"31,653","31,653",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_CP1TJ3MO2L4HZUFHONQUCDUUL
518,2,2,2,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,15,822.30","2,02,50,22,61,15,829.80",20250226,"31,653","31,653",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_6E18X8CRK98CXY1JXUKQNMNVX
519,2,2,2,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,21,050.70","2,02,50,22,61,21,104.40",20250226,"31,653","31,653",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_5HD6DDBRF4DIKEUC6IHY266P9
521,2,2,2,DTP_003N7L7ESY9JE8KI2PSZKYRWB,"2,02,50,22,61,53,859",20250226,BEST,"2,02,50,22,61,53,859.80","2,02,50,22,61,53,901.90",20250226,10,10,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_4HULRGCR9SWVYZNY87JJ97CRX
523,2,2,2,DTP_003N7L7ESY9JE8KIJ2LIRGESG,"2,02,50,22,61,54,815",20250226,BEST,"2,02,50,22,61,54,815.60","2,02,50,22,61,54,818.20",20250226,10,10,ZVI_DEPT_DS                   ZVI_SRC,DTASRC,ZVIDEPTID,IOBJA,7,DTPR_5MDBPCYUOPKGW5Z2E1NH0SOZ1
525,2,2,2,DTP_003N7L7ESY9JE8KJCM10QWM5A,"2,02,50,22,61,60,520",20250226,BEST,"2,02,50,22,61,60,520.60","2,02,50,22,61,60,525.50",20250226,"10,001","10,001",TESTING                       NEW FLAT,DTASRC,CUSID,IOBJA,8,DTPR_CGVHFFGSVX6N57SYDNT909DNX
526,4,4,4,DTP_003N7L7ESY9JE8KJCM10QWM5A,"2,02,50,22,61,60,520",20250226,BEST,"2,02,50,22,61,60,641.10","2,02,50,22,61,60,644.80",20250226,0,0,TESTING                       NEW FLAT,DTASRC,CUSID,IOBJA,8,DTPR_3AQP01CRH0799PBCGU7X7N7N1
527,4,4,4,DTP_003N7L7ESY9JE8KJCM10QWM5A,"2,02,50,22,61,60,520",20250226,BEST,"2,02,50,22,61,60,654.20",0,20250226,0,0,TESTING                       NEW FLAT,DTASRC,CUSID,IOBJA,,DTPR_71V1PVNICXS22ADI0C2HQAQ99
528,2,2,2,DTP_003N7L7ESY9JE8KJCM10QWM5A,"2,02,50,22,61,60,520",20250226,BEST,"2,02,50,22,61,60,656.90","2,02,50,22,61,60,700.80",20250226,"10,001",0,TESTING                       NEW FLAT,DTASRC,CUSID,IOBJA,8,DTPR_7L1L1VAUPDG3CU0JX9G7B7IP9
537,2,2,2,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,64,649.30","2,02,50,22,61,64,656.70",20250226,"31,620","31,620",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_1JGLNLRJL0JN91NGZYK2BS67H
538,4,4,4,DTP_003N7L7ESY9JE8KLE7XI0OZP8,"2,02,50,22,61,64,735",20250226,BEST,"2,02,50,22,61,64,735.80","2,02,50,22,61,64,740.70",20250226,"1,000",0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,7,DTPR_3BEE3KLCQGRRK74BDPTRLHH0T
539,2,2,2,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,64,814.90","2,02,50,22,61,64,822.20",20250226,"31,620","31,620",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_8G9HD2JL32KR6I04KESX5AHRH
540,4,4,4,DTP_003N7L7ESY9JE8KLE7XI0OZP8,"2,02,50,22,61,64,735",20250226,BEST,"2,02,50,22,61,65,130.00",0,20250226,0,0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,,DTPR_BOW5G0NXD709SM1YBM11UNSDP
541,4,4,4,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,65,134.80","2,02,50,22,61,65,230.50",20250226,0,0,ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_CHM6GR6PEQW96MKK5VJQA8LM5
542,4,4,4,DTP_003N7L7ESY9JE8KLE7XI0OZP8,"2,02,50,22,61,64,735",20250226,BEST,"2,02,50,22,61,65,135.70","2,02,50,22,61,65,140.10",20250226,"1,000",0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,7,DTPR_CEGV8071TRWBIO8OVIJBYJIB1
543,4,4,4,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,65,229.80",0,20250226,0,0,ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,,DTPR_DUMVVEACYIXOHKRH20URNOEB1
544,2,2,2,DTP_003N7L7ESY9HNY5Y7UKM0370T,"2,02,50,22,61,14,337",20250226,BEST,"2,02,50,22,61,65,233.80","2,02,50,22,61,65,241.50",20250226,"31,620","31,620",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_E35SGQ4QG1WD29HPWNOV0YYY5
546,4,4,4,DTP_003N7L7ESY9JE8KLE7XI0OZP8,"2,02,50,22,61,65,713",20250226,BEST,"2,02,50,22,61,65,713.00",0,20250226,0,0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,,DTPR_4ER40KUEG4KRXRD2PBNG0UANH
547,4,4,4,DTP_003N7L7ESY9JE8KLE7XI0OZP8,"2,02,50,22,61,65,713",20250226,BEST,"2,02,50,22,61,65,717.20","2,02,50,22,61,65,723.70",20250226,"1,000",0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,7,DTPR_DOKZVY0ZLG55S28QXJ4NMG299
548,2,2,2,DTP_003N7L7ESY9JE8KLUWC9ESPNB,"2,02,50,22,61,65,745",20250226,BEST,"2,02,50,22,61,65,745.00","2,02,50,22,61,65,752.50",20250226,"31,620","31,620",ZNIRAV2                       NEW FLAT,DTASRC,Z_CUBE,DEST,8,DTPR_9TOKO7L6BWZ8IZIUGX06M8J8T
550,4,4,4,DTP_003N7L7ESY9JE8KLE7XI0OZP8,"2,02,50,22,61,70,407",20250226,BEST,"2,02,50,22,61,70,407.00",0,20250226,0,0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,,DTPR_0FWD8LU9J7UNP3VTAHGTBBLNX
551,4,4,4,DTP_003N7L7ESY9JE8KLE7XI0OZP8,"2,02,50,22,61,70,407",20250226,BEST,"2,02,50,22,61,70,417.80","2,02,50,22,61,70,422.20",20250226,"1,000",0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,7,DTPR_15H30LDDZSQPF62JUDZ3F7BL9
553,4,4,4,DTP_003N7L7ESY9JE8KMUJ1KYFT44,"2,02,50,22,61,71,751",20250226,BEST,"2,02,50,22,61,71,751.40","2,02,50,22,61,71,755.80",20250226,"1,000",0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,7,DTPR_4NABEC29QJ8GBPTI3OBB63IB1
555,4,4,4,DTP_003N7L7ESY9JE8KMUJ1KYFT44,"2,02,50,22,61,72,310",20250226,BEST,"2,02,50,22,61,72,310.70",0,20250226,0,0,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,,DTPR_AEI5KC1HVOSQBKWWJL4I2F1WT
556,2,2,2,DTP_003N7L7ESY9JE8KMUJ1KYFT44,"2,02,50,22,61,72,310",20250226,BEST,"2,02,50,22,61,72,315.40","2,02,50,22,61,72,317.80",20250226,48,48,ZDS_HR                        NEW FLAT,DTASRC,ZEMP_NO,IOBJA,7,DTPR_BPE4TN6K233HHCX982Q0LJ7FX
557,2,2,2,DTP_003N7L7ESY9JE8KMUKMFXIGX0,"2,02,50,22,61,72,358",20250226,BEST,"2,02,50,22,61,72,358.40","2,02,50,22,61,72,408.50",20250226,"31,620","31,620",ZNIRAV2                       NEW FLAT,DTASRC,ZN_CUBE1,CUBE,8,DTPR_D6OAIY7ECMM92NHAJJG3NMAGD
558,2,2,2,DTP_003N7L7ESY9JE8KMUKMFXIGX0,"2,02,50,22,61,72,358",20250226,BEST,"2,02,50,22,61,72,745.10","2,02,50,22,61,72,754.20",20250226,"31,620","31,620",ZNIRAV2                       NEW FLAT,DTASRC,ZN_CUBE1,CUBE,8,DTPR_9L6VZWH3ZXADYHD8ABMUSCPRH
562,4,4,4,DTP_18QV6XXFT0VN2XAX5MPTHHSK0,"2,02,50,10,81,85,545",20250108,BEST,"2,02,50,22,61,73,703.20",0,20250226,0,0,0TCT_DS25                     BW75S4H001,DTASRC,0TCT_C25,CUBE,,DTPR_5AN0CAL9R532GCWY2HET6ESFH
563,2,2,2,DTP_003N7L7ESY9JE8KNX4HX35IEC,"2,02,50,22,61,73,949",20250226,BEST,"2,02,50,22,61,73,949.10","2,02,50,22,61,73,950.50",20250226,48,48,ZDS_HR_TXT                    ZVI_SRC,DTASRC,ZEMP_NO,IOBJT,7,DTPR_EBOZUHCLQGK1G7Y5B0CQ686LP
564,8,8,2,DTP_003N7L7ESY9JE8KO5ARD51DGU,"2,02,50,22,61,74,430",20250226,BEST,"2,02,50,22,61,74,430.30","2,02,50,22,61,74,432.90",20250226,10,10,ZVI_COM_TRNS_DATA             ZVI_SRC,DTASRC,ZVIFI_DS,ODSO,E,DTPR_2B6N5S090QKCQTH4UYFETWTBH
569,4,4,4,DTP_003N7L7ESY9JE8KS534OZAD8W,"2,02,50,22,61,90,712",20250226,BEST,"2,02,50,22,61,90,712.00","2,02,50,30,21,64,959.10",20250226,20,20,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_6NRB823Y6E490TQRVS8VL20RX
576,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,61,93,048.50","2,02,50,22,61,93,052.90",20250226,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_5Y772G22YF0LF5RW9R3PVHMY5
577,2,2,2,DTP_003N7L7ESY9JE8L24ISL7Q1YN,"2,02,50,22,62,23,316",20250226,BEST,"2,02,50,22,62,23,316.60","2,02,50,22,62,23,324.10",20250226,10,10,ZVIFI_DS,ODSO,ZVICOM_IC,CUBE,1,DTPR_4WWI6XB5NKPCQM8OYGW80FA7H
580,4,4,4,DTP_003N7L7ESY9JE81MDHYJYBAD5,"2,02,50,22,12,34,442",20250221,BEST,"2,02,50,22,62,32,441.80","2,02,50,32,61,94,851.40",20250226,10,10,ZVI_DOC_DS                    ZCUST_MAT,DTASRC,ZVI_DSDC,ODSO,E,DTPR_DBP1E9V3ZF01EQDKGCE91NIB1
