TRANID,OBJVERS,RULEID,SEQNR,GROUPID,GROUPTYPE,FIELD_USAGE,RULETYPE,REF_RULE,AGGR,NO_CONV,AMDP,ABAP
05B9W2AY4X4L62J2K4HXEV0FVSW5AXAT,A,23,24,1,S,,DIRECT,0,,,,
05DNM43NEVZABZH3EKOM14AOK844L2GH,A,1,2,1,S,,DIRECT,0,,,,
05DNM43NEVZABZH3EKOM14AOK844L2GH,A,2,3,1,S,,DIRECT,0,SUM,,,
05DNM43NEVZABZH3EKOM14AOK844L2GH,A,4,4,1,S,,DIRECT,0,SUM,,,
05DNM43NEVZABZH3EKOM14AOK844L2GH,A,5,5,1,S,,DIRECT,0,SUM,,,
05ENBFVGGAG6ETTTLYS7FCCDZRMD3EMR,A,1,2,1,S,,DIRECT,0,MOV,,,
05ENBFVGGAG6ETTTLYS7FCCDZRMD3EMR,A,2,3,1,S,,DIRECT,0,,,,
05KDYWN9B3L1NR2G9JHU5EVTSPO4TX62,A,1,2,1,S,,DIRECT,0,,,,
05KDYWN9B3L1NR2G9JHU5EVTSPO4TX62,A,2,3,1,S,,DIRECT,0,,,,
05KDYWN9B3L1NR2G9JHU5EVTSPO4TX62,A,3,4,1,S,,DIRECT,0,SUM,,,
05KDYWN9B3L1NR2G9JHU5EVTSPO4TX62,A,4,5,1,S,,DIRECT,0,SUM,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,1,2,1,T,,CONSTANT,0,MOV,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,2,3,2,S,,DIRECT,0,,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,3,4,2,S,,DIRECT,0,,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,4,5,2,S,,DIRECT,0,,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,5,6,2,S,,DIRECT,0,MOV,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,6,7,2,S,,DIRECT,0,MOV,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,7,8,2,S,,DIRECT,0,MOV,,,
05L0VUBRJVRHHRP8S61XA03SQUHB2JI4,A,8,9,2,S,,DIRECT,0,MOV,,,
05MOHW02YJKPOCXPR7UARM3NITO1LAC2,A,1,2,1,S,,DIRECT,0,,,,
05MOHW02YJKPOCXPR7UARM3NITO1LAC2,A,2,3,1,S,,DIRECT,0,,,,
05MOHW02YJKPOCXPR7UARM3NITO1LAC2,A,3,4,1,S,,DIRECT,0,MOV,,,
05MOHW02YJKPOCXPR7UARM3NITO1LAC2,A,4,5,1,S,,DIRECT,0,MOV,,,
05MOHW02YJKPOCXPR7UARM3NITO1LAC2,A,5,6,1,S,,DIRECT,0,MOV,,,
05OP2JBTCN43XN3NK2EAC026R1H8BR0M,A,1,2,1,S,,DIRECT,0,,,,
05OP2JBTCN43XN3NK2EAC026R1H8BR0M,A,2,3,1,S,,DIRECT,0,MOV,,,
05OP2JBTCN43XN3NK2EAC026R1H8BR0M,A,3,4,1,S,,DIRECT,0,MOV,,,
05OP2JBTCN43XN3NK2EAC026R1H8BR0M,A,4,5,1,S,,DIRECT,0,MOV,,,
05OP2JBTCN43XN3NK2EAC026R1H8BR0M,A,5,12,2,T,,CONSTANT,0,MOV,,,
05OP2JBTCN43XN3NK2EAC026R1H8BR0M,A,6,6,1,S,,DIRECT,0,MOV,,,
05OP2JBTCN43XN3NK2EAC026R1H8BR0M,A,7,13,0,,,END,0,,,,X
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,1,2,1,S,,DIRECT,0,,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,2,3,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,3,4,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,4,5,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,5,6,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,6,7,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,7,8,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,8,9,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,9,10,1,S,,DIRECT,0,MOV,,,
05PMR2I3RA8TSZ51WB926B7NVXXS4B0W,A,10,11,2,T,,CONSTANT,0,MOV,,,
05Q1BZ5QGP25IXJP0A29JCZGPASVFC08,A,1,2,1,S,,DIRECT,0,MOV,,,
05Q1BZ5QGP25IXJP0A29JCZGPASVFC08,A,2,3,1,S,,DIRECT,0,,,,
05SDPMKY0NP2TEHHT9D9V851KSTN976J,A,1,2,1,S,,DIRECT,0,,,,
05SDPMKY0NP2TEHHT9D9V851KSTN976J,A,2,3,1,S,,DIRECT,0,MOV,,,
05SDPMKY0NP2TEHHT9D9V851KSTN976J,A,3,4,1,S,,DIRECT,0,,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,1,3,1,S,,DIRECT,0,,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,2,4,1,S,,DIRECT,0,,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,3,5,1,S,,TIME,0,,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,4,6,1,S,,DIRECT,0,MOV,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,5,7,1,S,,DIRECT,0,MOV,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,6,8,1,S,,DIRECT,0,MOV,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,7,11,2,T,,CONSTANT,0,MOV,,,
05VFW7U87QTAARW575NPF08YY5MNGY0J,A,10,2,0,,,START,0,,,,X
05ZO92ATIK11216XZKZBNLI3EI7R5Z0K,A,1,2,1,S,,DIRECT,0,,,,
05ZO92ATIK11216XZKZBNLI3EI7R5Z0K,A,2,3,1,S,,DIRECT,0,MOV,,,
05ZO92ATIK11216XZKZBNLI3EI7R5Z0K,A,3,4,1,S,,DIRECT,0,MOV,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,1,2,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,2,3,1,S,,DIRECT,0,SUM,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,3,4,1,S,,DIRECT,0,SUM,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,4,5,1,S,,DIRECT,0,SUM,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,5,6,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,6,7,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,7,8,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,8,9,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,9,10,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,10,11,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,11,12,1,S,,DIRECT,0,,,,
067FBQC0TFPGHJT0XXYYIX74WZTEM5ZV,A,12,13,1,S,,DIRECT,0,SUM,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,1,2,1,S,,DIRECT,0,,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,2,3,1,S,,DIRECT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,3,4,1,S,,DIRECT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,4,5,1,S,,DIRECT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,5,6,1,S,,DIRECT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,6,7,1,S,,DIRECT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,7,8,1,S,,DIRECT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,8,9,1,S,,DIRECT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,9,11,2,T,,CONSTANT,0,MOV,,,
06912MQB60KWIT8R0WCVQ2TD5IWGRSYU,A,10,10,1,S,,DIRECT,0,MOV,,,
069NAENBGAXIRNNDYA0CF2GJENXHEAWU,A,1,2,1,S,,DIRECT,0,,,,
069NAENBGAXIRNNDYA0CF2GJENXHEAWU,A,2,3,1,S,,DIRECT,0,MOV,,,
069NAENBGAXIRNNDYA0CF2GJENXHEAWU,A,3,4,1,S,,DIRECT,0,MOV,,,
069NAENBGAXIRNNDYA0CF2GJENXHEAWU,A,4,5,1,S,,DIRECT,0,MOV,,,
069NAENBGAXIRNNDYA0CF2GJENXHEAWU,A,5,6,2,T,,CONSTANT,0,MOV,,,
069T9Z1TSHQ8GXDDSTDCMKG7A6Y5S31Z,A,1,2,1,S,,DIRECT,0,MOV,,,
069T9Z1TSHQ8GXDDSTDCMKG7A6Y5S31Z,A,2,3,1,S,,DIRECT,0,MOV,,,
069T9Z1TSHQ8GXDDSTDCMKG7A6Y5S31Z,A,3,4,1,S,,DIRECT,0,,,,
069T9Z1TSHQ8GXDDSTDCMKG7A6Y5S31Z,A,4,5,1,S,,DIRECT,0,,,,
069T9Z1TSHQ8GXDDSTDCMKG7A6Y5S31Z,A,5,6,1,S,,DIRECT,0,,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,1,2,1,S,,DIRECT,0,MOV,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,2,3,1,S,,DIRECT,0,MOV,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,3,4,1,S,,DIRECT,0,MOV,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,4,5,1,S,,DIRECT,0,MOV,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,5,6,1,S,,DIRECT,0,MOV,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,6,7,1,S,,DIRECT,0,MOV,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,7,8,1,S,,DIRECT,0,MOV,,,
06BRO2EMQJ00F5XN8C5O1BP4ZNFI2Z4F,A,8,9,1,S,,DIRECT,0,,,,
06H70YMVHT63ZSYU1CWNMQARHLNGWEZ2,A,1,2,1,S,,DIRECT,0,,,,
06H70YMVHT63ZSYU1CWNMQARHLNGWEZ2,A,2,3,1,S,,DIRECT,0,,,,
06H70YMVHT63ZSYU1CWNMQARHLNGWEZ2,A,3,4,1,S,,DIRECT,0,MOV,,,
06H70YMVHT63ZSYU1CWNMQARHLNGWEZ2,A,4,5,1,S,,DIRECT,0,MOV,,,
06H70YMVHT63ZSYU1CWNMQARHLNGWEZ2,A,5,6,1,S,,DIRECT,0,MOV,,,
06H70YMVHT63ZSYU1CWNMQARHLNGWEZ2,A,6,7,1,S,,DIRECT,0,MOV,,,
06H70YMVHT63ZSYU1CWNMQARHLNGWEZ2,A,7,8,2,T,,CONSTANT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,1,2,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,2,3,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,3,4,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,4,5,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,5,6,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,6,7,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,7,8,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,8,9,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,9,10,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,10,11,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,11,12,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,12,13,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,13,14,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,14,15,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,15,16,1,S,,DIRECT,0,MOV,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,16,17,1,S,,DIRECT,0,,,,
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,17,18,1,S,,ROUTINE,0,MOV,,,X
06J7ZNZP7MD2UC6CQ446MJ7L1FV7KQQW,A,18,19,1,S,,ROUTINE,0,MOV,,,X
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,1,2,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,2,31,1,S,,ROUTINE,0,,,,X
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,3,39,1,S,,ROUTINE,0,,,,X
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,4,3,1,S,,DIRECT,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,5,4,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,6,5,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,7,6,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,8,7,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,9,8,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,10,9,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,11,10,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,12,11,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,13,12,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,14,13,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,15,14,1,S,,DIRECT,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,16,33,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,17,15,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,18,16,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,19,17,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,20,18,1,S,,DIRECT,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,21,19,1,S,,DIRECT,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,22,20,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,23,21,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,24,22,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,25,23,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,26,24,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,27,25,1,S,,FORMULA,0,SUM,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,28,32,1,S,,ROUTINE,0,,,,X
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,29,26,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,30,27,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,31,28,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,32,29,1,S,,DIRECT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,33,34,1,S,,FORMULA,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,34,35,1,S,,FORMULA,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,35,36,1,S,,FORMULA,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,36,37,1,S,,FORMULA,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,37,30,1,S,,CONSTANT,0,,,,
06JUKVP2S003YADKQ4WAC5RPTIEEYZ6P,A,38,38,1,S,,FORMULA,0,,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,1,2,1,T,,CONSTANT,0,MOV,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,2,3,2,S,,DIRECT,0,,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,3,4,2,S,,DIRECT,0,,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,4,5,2,S,,DIRECT,0,,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,5,6,2,S,,DIRECT,0,MOV,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,6,7,2,S,,DIRECT,0,MOV,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,7,8,2,S,,DIRECT,0,MOV,,,
06K8EDNYLZQP4RY228YSLPGMG1Y9NA1L,A,8,9,2,S,,DIRECT,0,MOV,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,1,2,1,S,,TIME,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,2,3,1,S,,TIME,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,3,4,1,S,,TIME,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,4,5,1,S,,TIME,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,5,6,1,S,,TIME,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,6,7,1,S,,TIME,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,7,8,1,S,,DIRECT,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,8,9,1,S,,DIRECT,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,9,10,1,S,,DIRECT,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,10,11,1,S,,DIRECT,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,11,12,1,S,,DIRECT,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,12,13,1,S,,DIRECT,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,13,14,1,S,,DIRECT,0,,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,14,15,1,S,,DIRECT,0,MIN,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,15,16,1,S,,DIRECT,0,MIN,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,16,17,1,S,,DIRECT,0,MAX,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,17,18,1,S,,DIRECT,0,SUM,,,
06O1QA40764HK1B78YVRNKAUXI5F6T9Q,A,18,19,1,S,,DIRECT,0,SUM,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,1,2,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,2,3,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,3,4,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,4,5,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,5,6,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,6,7,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,7,8,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,8,9,1,S,,DIRECT,0,SUM,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,9,10,1,S,,DIRECT,0,,,,
06PP4D4E2SCU9TSUCDNOFGEO40M0M3RE,A,10,11,1,S,,DIRECT,0,,,,
06U4FF37C49BPR2OBYHLNBNWE7K411AF,A,1,2,1,S,,DIRECT,0,,,,
06U4FF37C49BPR2OBYHLNBNWE7K411AF,A,2,3,1,S,,DIRECT,0,,,,
06U4FF37C49BPR2OBYHLNBNWE7K411AF,A,3,4,1,S,,DIRECT,0,MOV,,,
06U4FF37C49BPR2OBYHLNBNWE7K411AF,A,4,5,1,S,,DIRECT,0,,,,
06U4FF37C49BPR2OBYHLNBNWE7K411AF,A,5,6,1,S,,DIRECT,0,,,,
06U4FF37C49BPR2OBYHLNBNWE7K411AF,A,6,7,1,S,,DIRECT,0,,,,
06U4FF37C49BPR2OBYHLNBNWE7K411AF,A,7,8,1,S,,DIRECT,0,MOV,,,
070HKVIEQDD003RKIYK2JBRCAHAEG492,A,1,2,1,T,,DIRECT,0,MOV,,,
070HKVIEQDD003RKIYK2JBRCAHAEG492,A,2,3,2,S,,DIRECT,0,,,,
070HKVIEQDD003RKIYK2JBRCAHAEG492,A,3,4,2,S,,DIRECT,0,MOV,,,
070HKVIEQDD003RKIYK2JBRCAHAEG492,A,4,5,2,S,,DIRECT,0,MOV,,,
074F82WJ7HUYJM3NB199DL9UZ1STDYIK,A,1,2,1,S,,DIRECT,0,MOV,,,
074F82WJ7HUYJM3NB199DL9UZ1STDYIK,A,2,3,1,S,,DIRECT,0,MOV,,,
074F82WJ7HUYJM3NB199DL9UZ1STDYIK,A,3,4,1,S,,DIRECT,0,MOV,,,
074F82WJ7HUYJM3NB199DL9UZ1STDYIK,A,4,5,1,S,,DIRECT,0,MOV,,,
074F82WJ7HUYJM3NB199DL9UZ1STDYIK,A,5,6,1,S,,DIRECT,0,MOV,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,1,3,1,S,,DIRECT,0,MOV,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,2,4,1,S,,DIRECT,0,MOV,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,3,5,1,S,,DIRECT,0,MOV,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,4,6,1,S,,DIRECT,0,MOV,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,5,7,1,S,,DIRECT,0,MOV,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,6,8,1,S,,DIRECT,0,,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,7,9,1,S,,DIRECT,0,,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,8,10,1,S,,DIRECT,0,,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,9,11,1,S,,DIRECT,0,,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,10,12,1,S,,DIRECT,0,,,,
076CR4II0EH2MVOLCI60080WU5RGP5QC,A,11,2,0,,,START,0,,,,X
078VHG6YS9ABKF7RM0BBY0ZYEZ4O6L75,A,1,2,1,S,,DIRECT,0,,,,
078VHG6YS9ABKF7RM0BBY0ZYEZ4O6L75,A,2,3,1,S,,DIRECT,0,,,,
078VHG6YS9ABKF7RM0BBY0ZYEZ4O6L75,A,3,4,1,S,,DIRECT,0,MOV,,,
078VHG6YS9ABKF7RM0BBY0ZYEZ4O6L75,A,4,5,1,S,,DIRECT,0,MOV,,,
078VHG6YS9ABKF7RM0BBY0ZYEZ4O6L75,A,5,6,1,S,,DIRECT,0,MOV,,,
07DAVW1WVHG9U96J3ATLLIQBKCXGF0K5,A,1,2,1,S,,DIRECT,0,,,,
07DAVW1WVHG9U96J3ATLLIQBKCXGF0K5,A,2,3,1,S,,DIRECT,0,MOV,,,
07DAVW1WVHG9U96J3ATLLIQBKCXGF0K5,A,3,4,2,T,,CONSTANT,0,MOV,,,
07F0JJJOC94ACS4EKWMBDFJ1QW2DZU59,A,1,3,1,S,,DIRECT,0,,,,
07F0JJJOC94ACS4EKWMBDFJ1QW2DZU59,A,2,4,1,S,,DIRECT,0,MOV,,,
07F0JJJOC94ACS4EKWMBDFJ1QW2DZU59,A,3,2,0,,,START,0,,,,X
07FETMWN7H0PA0SPW36HBRWICFDBVYG3,A,1,2,1,S,,DIRECT,0,MOV,,,
07FETMWN7H0PA0SPW36HBRWICFDBVYG3,A,2,3,1,S,,DIRECT,0,,,,
07LE3RH9SFN6YM0N16QKC81BG1C9GP7N,A,1,2,1,S,,DIRECT,0,,,,
07LE3RH9SFN6YM0N16QKC81BG1C9GP7N,A,2,3,1,S,,TIME,0,MOV,,,
07LE3RH9SFN6YM0N16QKC81BG1C9GP7N,A,3,4,1,S,,DIRECT,0,MOV,,,
07LE3RH9SFN6YM0N16QKC81BG1C9GP7N,A,4,5,1,S,,DIRECT,0,MOV,,,
07LE3RH9SFN6YM0N16QKC81BG1C9GP7N,A,5,6,1,S,,TIME,0,MOV,,,
07LE3RH9SFN6YM0N16QKC81BG1C9GP7N,A,6,7,2,T,,DIRECT,0,MOV,,,
07M98L6D3EZW0FD5F6FO98BKKJGKOPER,A,1,2,1,S,,DIRECT,0,,,,
07M98L6D3EZW0FD5F6FO98BKKJGKOPER,A,2,3,1,S,,DIRECT,0,MOV,,,
07M98L6D3EZW0FD5F6FO98BKKJGKOPER,A,3,4,1,S,,DIRECT,0,MOV,,,
07M98L6D3EZW0FD5F6FO98BKKJGKOPER,A,4,5,1,S,,DIRECT,0,MOV,,,
07M98L6D3EZW0FD5F6FO98BKKJGKOPER,A,5,6,1,S,,DIRECT,0,MOV,,,
07P6ODR0PZS59SWESKTRLSLNS77P1G3I,A,1,2,1,S,,DIRECT,0,,,,
07P6ODR0PZS59SWESKTRLSLNS77P1G3I,A,2,3,1,S,,DIRECT,0,,,,
07P6ODR0PZS59SWESKTRLSLNS77P1G3I,A,3,4,1,S,,DIRECT,0,,,,
07P6ODR0PZS59SWESKTRLSLNS77P1G3I,A,4,5,1,S,,DIRECT,0,,,,
07P6ODR0PZS59SWESKTRLSLNS77P1G3I,A,5,6,1,S,,CONSTANT,0,,,,
07P9BPQSJI9P7EYQ8K506R7U90EVUZ0L,A,1,2,1,S,,DIRECT,0,,,,
