User Name,Report Name,Report Folder Path,Report Type,Is Scheduled,Last Execution Date,No. of Execution,Connection,Universe,Calculation View
user106,Sales Summary,/SAP Template/Inventory,WebI,1,2023-04-28 13:52:00,5,Move HANA ALL,U_PRODUCTION,CV_PROD
user82,Production Plan,/User Folders/user82/Dashboards,Crystal,0,2023-02-08 14:15:00,9,EXT_REPORT_CONN,U_FINANCIALS,
user57,Forecast Report,/User Folders/user57/Reports,WebI,1,2023-02-05 07:35:00,60,Move HANA ALL,U_MANUFACTURING,CV_CAP
user112,Forecast Report,/User Folders/user112/Analysis,Crystal,1,2024-10-16 06:56:00,5,XYZ,U_MANUFACTURING,CV_CAP
user93,Ticket Dashboard,/User Folders/user93/Analysis,WebI,0,2024-11-01 09:53:00,3,BW HANA ALL,U_SERVICE,CV_SERV
user168,Inventory Snapshot,/User Folders/user168/Analysis,Crystal,0,2025-03-12 23:11:00,30,EXT_REPORT_CONN,U_INVENTORY,
user81,Production Plan,/SAP Template/Inventory,Crystal,0,2025-02-14 16:14:00,8,EXT_REPORT_CONN,U_PRODUCTION,
user158,HR Attrition,/User Folders/user158/Dashboards,Crystal,1,2025-03-16 01:34:00,67,LEGACY_SYS,U_SERVICE,
user96,GL Trial Balance,/User Folders/user96/Reports,WebI,0,2025-03-29 23:09:00,6,ORACLE_LINK,U_FINANCIALS,CV_FIN
user156,Production Plan,/User Folders/user156/Analysis,WebI,0,2024-04-09 05:47:00,11,API_GATEWAY,U_MANUFACTURING,
user53,Ticket Dashboard,/User Folders/user53/Reports,Crystal,1,2025-07-28 13:44:00,8,LEGACY_SYS,U_HR_MASTER,
user87,Ticket Dashboard,/SAP Template/HR,Crystal,1,2025-12-13 19:56:00,3,XYZ,U_MANUFACTURING,CV_CAP
user55,HR Attrition,/User Folders/user55/Reports,Crystal,0,2024-01-10 15:43:00,31,XYZ,U_HR_MASTER,CV_HR
user45,Forecast Report,/User Folders/user45/Reports,Crystal,0,2023-02-20 06:29:00,1,Move HANA ALL,U_FINANCIALS,CV_FIN
user56,Sales Summary,/User Folders/user56/Analysis,WebI,1,2024-04-12 14:28:00,6,ECC_CONN,U_PRODUCTION,
user17,Production Plan,/SAP Template/Sales,Crystal,0,2025-11-12 16:19:00,3,BW HANA ALL,U_SALES_ANALYSIS,CV_SLS
user176,HR Attrition,/User Folders/user176/Reports,Crystal,0,2025-09-09 18:42:00,24,XYZ,U_FINANCIALS,CV_FIN
user234,Ticket Dashboard 18,/User Folders/user234/Analysis,Crystal,0,2024-01-17 11:03:00,6,EXT_REPORT_CONN,U_INVENTORY,
user163,Inventory Snapshot 20,/SAP Template/HR,Crystal,0,2025-01-23 04:45:00,107,HANA_CONN2,U_PRODUCTION,CV_PROD
user48,Ticket Dashboard,/User Folders/user48/Analysis,WebI,1,2023-08-05 03:12:00,2,EXT_REPORT_CONN,U_MANUFACTURING,
user2,GL Trial Balance,/User Folders/user2/Reports,Crystal,0,2025-07-05 00:58:00,5,BW HANA ALL,U_SERVICE,CV_SERV
user41,Capacity Planning 5,/User Folders/user41/Reports,Crystal,0,2024-04-30 14:08:00,99,ORACLE_LINK,U_HR_MASTER,CV_HR
user89,Customer Insights 16,/SAP Template/Inventory,Crystal,1,2025-04-29 06:57:00,18,ORACLE_LINK,U_SALES_ANALYSIS,CV_SLS
user239,Ticket Dashboard,/User Folders/user239/Dashboards,WebI,1,2024-08-13 10:36:00,32,API_GATEWAY,U_FINANCIALS,
user64,Customer Insights,/SAP Template/Manufacturing,WebI,1,2025-05-17 06:22:00,9,HANA_CONN2,U_SALES_ANALYSIS,CV_SLS
user21,Capacity Planning,/SAP Template/HR,WebI,1,2023-03-04 23:45:00,8,LEGACY_SYS,U_MANUFACTURING,
user24,Production Plan,/User Folders/user24/Reports,WebI,1,2025-11-12 10:22:00,27,API_GATEWAY,U_SERVICE,
user22,Customer Insights,/User Folders/user22/Reports,WebI,1,2023-07-07 01:27:00,4,Move HANA ALL,U_SERVICE,CV_SERV
user105,Customer Insights,/User Folders/user105/Reports,Crystal,1,2024-09-04 08:52:00,2,BW HANA ALL,U_SALES_ANALYSIS,CV_SLS
user26,PO Details,/SAP Template/HR,Crystal,0,2023-03-02 02:28:00,3,HANA_CONN2,U_SERVICE,CV_SERV
user161,Ticket Dashboard,/User Folders/user161/Reports,WebI,0,2024-06-05 06:54:00,8,HANA_CONN2,U_HR_MASTER,CV_HR
user55,Sales Summary,/SAP Template/Finance,WebI,0,2025-04-26 18:12:00,3,ORACLE_LINK,U_HR_MASTER,CV_HR
user130,PO Details 3,/SAP Template/Finance,WebI,1,2023-03-09 08:23:00,5,HANA_CONN2,U_FINANCIALS,CV_FIN
user189,Forecast Report 17,/SAP Template/Manufacturing,WebI,0,2025-08-26 09:03:00,7,Move HANA ALL,U_HR_MASTER,CV_HR
user205,Production Plan,/SAP Template/Sales,Crystal,0,2024-03-09 08:00:00,89,Move HANA ALL,U_MANUFACTURING,CV_CAP
user213,PO Details,/User Folders/user213/Dashboards,WebI,0,2025-06-09 05:30:00,1,XYZ,U_INVENTORY,CV_INV
user31,PO Details,/User Folders/user31/Reports,Crystal,0,2024-01-27 12:44:00,37,Move HANA ALL,U_MANUFACTURING,CV_CAP
user42,PO Details,/User Folders/user42/Dashboards,WebI,1,2025-03-02 04:47:00,32,ECC_CONN,U_SERVICE,
user27,PO Details 4,/User Folders/user27/Analysis,Crystal,0,2024-09-10 08:04:00,4,ECC_CONN,U_SALES_ANALYSIS,
user45,Ticket Dashboard,/User Folders/user45/Dashboards,WebI,1,2024-01-02 10:51:00,3,ORACLE_LINK,U_PROCUREMENT,CV_PO
user158,PO Details,/User Folders/user158/Dashboards,Crystal,1,2023-09-17 23:10:00,32,ECC_CONN,U_PRODUCTION,
user97,Sales Summary,/SAP Template/Inventory,WebI,0,2024-09-07 02:16:00,5,HANA_CONN2,U_HR_MASTER,CV_HR
user243,Capacity Planning 16,/User Folders/user243/Dashboards,Crystal,1,2025-08-22 09:24:00,2,Move HANA ALL,U_MANUFACTURING,CV_CAP
user164,Sales Summary,/User Folders/user164/Dashboards,WebI,1,2025-03-21 03:41:00,5,ORACLE_LINK,U_HR_MASTER,CV_HR
user46,Ticket Dashboard,/User Folders/user46/Dashboards,WebI,0,2024-04-16 16:33:00,9,ORACLE_LINK,U_INVENTORY,CV_INV
user182,Ticket Dashboard,/SAP Template/Inventory,WebI,0,2023-03-09 10:20:00,4,EXT_REPORT_CONN,U_SALES_ANALYSIS,
user121,Customer Insights,/SAP Template/HR,WebI,1,2024-06-04 19:43:00,5,API_GATEWAY,U_PROCUREMENT,
user221,PO Details,/SAP Template/HR,WebI,1,2023-06-15 20:27:00,1,BW HANA ALL,U_MANUFACTURING,CV_CAP
user118,Ticket Dashboard,/SAP Template/HR,Crystal,0,2023-12-09 07:28:00,6,LEGACY_SYS,U_SALES_ANALYSIS,
user11,Customer Insights 12,/SAP Template/Manufacturing,WebI,1,2023-02-12 06:54:00,7,LEGACY_SYS,U_FINANCIALS,
user6,GL Trial Balance,/User Folders/user6/Reports,WebI,1,2023-05-25 19:56:00,24,XYZ,U_SALES_ANALYSIS,CV_SLS
user18,Production Plan,/User Folders/user18/Dashboards,WebI,1,2025-06-28 13:52:00,5,API_GATEWAY,U_PROCUREMENT,
user123,Capacity Planning,/User Folders/user123/Analysis,Crystal,1,2024-12-26 04:18:00,26,LEGACY_SYS,U_SALES_ANALYSIS,
user74,Forecast Report 10,/User Folders/user74/Reports,WebI,0,2024-01-08 09:27:00,4,EXT_REPORT_CONN,U_PRODUCTION,
user34,PO Details,/User Folders/user34/Analysis,Crystal,1,2024-01-06 17:43:00,7,Move HANA ALL,U_PROCUREMENT,CV_PO
user158,PO Details,/User Folders/user158/Reports,Crystal,1,2025-12-09 17:10:00,2,BW HANA ALL,U_SALES_ANALYSIS,CV_SLS
user138,Inventory Snapshot,/SAP Template/Sales,Crystal,0,2024-10-31 03:53:00,1,Move HANA ALL,U_PRODUCTION,CV_PROD
user36,Inventory Snapshot,/User Folders/user36/Dashboards,Crystal,0,2023-01-25 16:06:00,7,API_GATEWAY,U_PROCUREMENT,
user244,HR Attrition,/User Folders/user244/Dashboards,Crystal,0,2023-05-28 03:48:00,20,ECC_CONN,U_INVENTORY,
user80,Production Plan,/User Folders/user80/Analysis,WebI,1,2024-11-15 02:47:00,7,XYZ,U_FINANCIALS,CV_FIN
user111,Sales Summary,/User Folders/user111/Dashboards,Crystal,0,2023-04-11 20:23:00,8,HANA_CONN2,U_PROCUREMENT,CV_PO
user152,PO Details,/SAP Template/Manufacturing,WebI,0,2023-08-11 01:34:00,8,ECC_CONN,U_FINANCIALS,
user206,Capacity Planning,/SAP Template/Inventory,Crystal,0,2023-07-15 20:38:00,7,ORACLE_LINK,U_PROCUREMENT,CV_PO
user196,HR Attrition,/User Folders/user196/Analysis,Crystal,1,2024-10-27 14:24:00,4,ECC_CONN,U_SERVICE,
user132,Inventory Snapshot,/User Folders/user132/Reports,Crystal,0,2024-05-20 09:56:00,3,LEGACY_SYS,U_SERVICE,
user118,Capacity Planning 3,/User Folders/user118/Dashboards,WebI,1,2025-02-02 14:05:00,1,BW HANA ALL,U_PRODUCTION,CV_PROD
user10,PO Details,/User Folders/user10/Dashboards,WebI,0,2024-12-19 19:09:00,11,XYZ,U_SERVICE,CV_SERV
user148,Sales Summary,/SAP Template/Manufacturing,WebI,0,2025-01-17 09:15:00,9,XYZ,U_HR_MASTER,CV_HR
user60,Customer Insights 19,/User Folders/user60/Dashboards,Crystal,0,2024-04-04 21:00:00,2,ECC_CONN,U_PRODUCTION,
user241,GL Trial Balance,/User Folders/user241/Analysis,WebI,1,2024-10-07 04:39:00,3,EXT_REPORT_CONN,U_FINANCIALS,
user156,GL Trial Balance,/User Folders/user156/Reports,WebI,0,2025-07-22 01:42:00,18,ECC_CONN,U_SALES_ANALYSIS,
user239,GL Trial Balance,/SAP Template/Inventory,Crystal,0,2025-11-14 00:16:00,8,ECC_CONN,U_SERVICE,
user41,HR Attrition,/SAP Template/Sales,Crystal,0,2025-08-09 15:39:00,8,HANA_CONN2,U_MANUFACTURING,CV_CAP
user166,Ticket Dashboard,/User Folders/user166/Dashboards,WebI,1,2023-03-18 15:21:00,7,XYZ,U_HR_MASTER,CV_HR
user190,Production Plan,/User Folders/user190/Dashboards,WebI,0,2023-01-13 07:02:00,87,HANA_CONN2,U_INVENTORY,CV_INV
user125,HR Attrition,/SAP Template/Manufacturing,WebI,0,2024-11-13 22:13:00,5,XYZ,U_INVENTORY,CV_INV
user181,Customer Insights,/User Folders/user181/Reports,WebI,0,2024-10-26 13:19:00,38,BW HANA ALL,U_FINANCIALS,CV_FIN
user23,Capacity Planning,/User Folders/user23/Dashboards,Crystal,1,2024-07-09 00:42:00,8,ECC_CONN,U_FINANCIALS,
user88,Customer Insights 6,/User Folders/user88/Analysis,WebI,1,2025-02-14 01:22:00,1,LEGACY_SYS,U_SALES_ANALYSIS,
user121,Sales Summary,/User Folders/user121/Dashboards,WebI,1,2025-08-12 16:51:00,8,EXT_REPORT_CONN,U_SALES_ANALYSIS,
user197,GL Trial Balance,/User Folders/user197/Dashboards,WebI,1,2024-06-18 04:29:00,7,HANA_CONN2,U_INVENTORY,CV_INV
user12,HR Attrition,/User Folders/user12/Analysis,WebI,0,2024-01-09 08:37:00,6,Move HANA ALL,U_PRODUCTION,CV_PROD
user134,HR Attrition 4,/SAP Template/Manufacturing,Crystal,1,2025-01-28 20:18:00,6,API_GATEWAY,U_INVENTORY,
user248,Forecast Report,/User Folders/user248/Reports,Crystal,0,2024-08-03 02:34:00,31,EXT_REPORT_CONN,U_INVENTORY,
user40,GL Trial Balance,/User Folders/user40/Reports,WebI,0,2024-05-10 08:37:00,7,ECC_CONN,U_SALES_ANALYSIS,
user162,Inventory Snapshot,/User Folders/user162/Reports,WebI,1,2023-01-06 03:37:00,31,BW HANA ALL,U_INVENTORY,CV_INV
user1,HR Attrition,/User Folders/user1/Dashboards,Crystal,1,2023-05-08 11:38:00,9,API_GATEWAY,U_SALES_ANALYSIS,
user105,Production Plan 17,/User Folders/user105/Reports,WebI,1,2025-07-09 15:22:00,1,LEGACY_SYS,U_HR_MASTER,
user76,PO Details,/User Folders/user76/Dashboards,WebI,0,2023-05-29 00:34:00,26,ECC_CONN,U_SALES_ANALYSIS,
user236,Ticket Dashboard,/User Folders/user236/Dashboards,Crystal,0,2025-03-19 09:37:00,9,ORACLE_LINK,U_FINANCIALS,CV_FIN
user106,PO Details,/User Folders/user106/Reports,Crystal,0,2024-07-08 22:59:00,7,API_GATEWAY,U_PROCUREMENT,
user133,Capacity Planning,/User Folders/user133/Analysis,Crystal,1,2024-05-10 21:52:00,18,Move HANA ALL,U_SALES_ANALYSIS,CV_SLS
user153,Customer Insights,/User Folders/user153/Reports,WebI,0,2023-11-13 02:44:00,2,Move HANA ALL,U_SERVICE,CV_SERV
user85,Inventory Snapshot,/User Folders/user85/Dashboards,Crystal,1,2025-07-07 18:30:00,9,EXT_REPORT_CONN,U_FINANCIALS,
user204,Capacity Planning,/SAP Template/Manufacturing,Crystal,0,2025-11-01 03:23:00,8,Move HANA ALL,U_PRODUCTION,CV_PROD
user146,HR Attrition,/User Folders/user146/Reports,WebI,1,2025-12-16 00:42:00,5,EXT_REPORT_CONN,U_HR_MASTER,
user241,Ticket Dashboard,/User Folders/user241/Analysis,Crystal,0,2025-06-29 22:30:00,7,API_GATEWAY,U_MANUFACTURING,
user144,Production Plan,/User Folders/user144/Analysis,Crystal,1,2023-08-16 11:40:00,3,EXT_REPORT_CONN,U_PROCUREMENT,
user147,Sales Summary,/SAP Template/Sales,WebI,1,2024-07-16 17:52:00,11,HANA_CONN2,U_PRODUCTION,CV_PROD
user61,Sales Summary,/User Folders/user61/Dashboards,Crystal,0,2023-03-06 01:13:00,90,HANA_CONN2,U_FINANCIALS,CV_FIN
user137,Inventory Snapshot,/User Folders/user137/Dashboards,Crystal,1,2023-10-27 21:57:00,18,EXT_REPORT_CONN,U_SERVICE,
user43,Inventory Snapshot,/User Folders/user43/Analysis,Crystal,0,2025-03-13 13:43:00,5,LEGACY_SYS,U_INVENTORY,
user30,Inventory Snapshot,/SAP Template/Inventory,Crystal,0,2025-01-21 22:42:00,6,XYZ,U_SALES_ANALYSIS,CV_SLS
user2,Sales Summary,/SAP Template/Sales,WebI,0,2023-12-18 20:02:00,5,ECC_CONN,U_MANUFACTURING,
user5,Capacity Planning,/User Folders/user5/Analysis,Crystal,0,2025-02-01 21:45:00,32,API_GATEWAY,U_SALES_ANALYSIS,
user175,HR Attrition 19,/User Folders/user175/Analysis,WebI,1,2025-02-17 18:38:00,3,LEGACY_SYS,U_MANUFACTURING,
user5,GL Trial Balance 11,/SAP Template/Finance,Crystal,1,2025-03-24 04:47:00,3,BW HANA ALL,U_SALES_ANALYSIS,CV_SLS
user124,GL Trial Balance,/SAP Template/Sales,WebI,0,2024-06-17 14:18:00,1,HANA_CONN2,U_INVENTORY,CV_INV
user186,Production Plan,/User Folders/user186/Dashboards,Crystal,1,2024-07-05 16:09:00,6,LEGACY_SYS,U_INVENTORY,
user89,Inventory Snapshot,/User Folders/user89/Reports,Crystal,1,2023-02-28 19:21:00,8,API_GATEWAY,U_MANUFACTURING,
user112,GL Trial Balance,/User Folders/user112/Analysis,Crystal,0,2024-08-22 03:20:00,4,ORACLE_LINK,U_PROCUREMENT,CV_PO
user146,Capacity Planning,/User Folders/user146/Analysis,WebI,1,2024-08-15 23:45:00,3,HANA_CONN2,U_MANUFACTURING,CV_CAP
user70,Sales Summary,/User Folders/user70/Dashboards,WebI,0,2024-09-14 21:26:00,9,LEGACY_SYS,U_PRODUCTION,
user10,GL Trial Balance 10,/User Folders/user10/Analysis,Crystal,1,2025-01-21 19:29:00,4,ORACLE_LINK,U_FINANCIALS,CV_FIN
user153,Inventory Snapshot 18,/User Folders/user153/Dashboards,Crystal,0,2025-07-05 06:23:00,22,EXT_REPORT_CONN,U_PROCUREMENT,
user60,Production Plan 5,/User Folders/user60/Analysis,WebI,0,2024-06-19 22:17:00,27,Move HANA ALL,U_MANUFACTURING,CV_CAP
user102,Production Plan 2,/User Folders/user102/Dashboards,Crystal,1,2025-02-18 14:07:00,28,API_GATEWAY,U_PROCUREMENT,
user13,HR Attrition,/SAP Template/Manufacturing,Crystal,0,2023-03-26 08:24:00,5,Move HANA ALL,U_SALES_ANALYSIS,CV_SLS
user86,Ticket Dashboard 13,/SAP Template/Sales,Crystal,0,2025-01-16 22:53:00,4,Move HANA ALL,U_FINANCIALS,CV_FIN
user117,Sales Summary 15,/SAP Template/Manufacturing,Crystal,1,2024-03-27 17:26:00,1,XYZ,U_SERVICE,CV_SERV
user26,Inventory Snapshot,/User Folders/user26/Reports,Crystal,1,2024-02-20 05:20:00,5,HANA_CONN2,U_MANUFACTURING,CV_CAP
user134,Customer Insights 13,/SAP Template/Finance,WebI,1,2024-05-22 17:21:00,3,API_GATEWAY,U_SERVICE,
user42,Capacity Planning,/User Folders/user42/Analysis,Crystal,1,2025-07-24 17:15:00,6,ECC_CONN,U_MANUFACTURING,
user153,Ticket Dashboard,/User Folders/user153/Reports,WebI,0,2023-11-01 14:33:00,3,EXT_REPORT_CONN,U_HR_MASTER,
user8,Inventory Snapshot,/SAP Template/Sales,Crystal,0,2024-02-07 14:19:00,1,LEGACY_SYS,U_INVENTORY,
user128,PO Details,/User Folders/user128/Dashboards,Crystal,0,2025-06-23 13:57:00,7,ORACLE_LINK,U_HR_MASTER,CV_HR
user93,Inventory Snapshot,/User Folders/user93/Dashboards,Crystal,1,2023-03-04 06:32:00,7,API_GATEWAY,U_PRODUCTION,
user122,Inventory Snapshot,/User Folders/user122/Analysis,WebI,1,2025-12-06 03:15:00,1,XYZ,U_INVENTORY,CV_INV
user187,Inventory Snapshot,/User Folders/user187/Reports,WebI,1,2025-08-12 19:41:00,5,Move HANA ALL,U_PROCUREMENT,CV_PO
user105,Inventory Snapshot,/User Folders/user105/Dashboards,Crystal,0,2024-03-14 12:14:00,2,EXT_REPORT_CONN,U_INVENTORY,
user142,PO Details,/User Folders/user142/Dashboards,Crystal,1,2023-10-07 06:08:00,6,HANA_CONN2,U_SALES_ANALYSIS,CV_SLS
user86,Production Plan,/SAP Template/Finance,Crystal,1,2023-03-03 18:47:00,19,XYZ,U_SALES_ANALYSIS,CV_SLS
user140,GL Trial Balance,/SAP Template/Manufacturing,WebI,1,2023-07-02 22:01:00,9,LEGACY_SYS,U_FINANCIALS,
user23,Sales Summary,/User Folders/user23/Dashboards,Crystal,0,2024-04-28 18:57:00,27,Move HANA ALL,U_HR_MASTER,CV_HR
user41,Sales Summary,/User Folders/user41/Analysis,WebI,0,2023-10-22 18:37:00,94,ECC_CONN,U_INVENTORY,
user152,Inventory Snapshot,/SAP Template/Finance,Crystal,0,2025-09-12 00:25:00,2,XYZ,U_SERVICE,CV_SERV
user40,Customer Insights 11,/User Folders/user40/Analysis,WebI,1,2025-04-21 05:40:00,1,HANA_CONN2,U_PROCUREMENT,CV_PO
user154,Inventory Snapshot,/SAP Template/HR,Crystal,0,2025-08-26 03:50:00,7,Move HANA ALL,U_SERVICE,CV_SERV
user91,Forecast Report,/SAP Template/Finance,Crystal,0,2023-05-02 09:15:00,6,HANA_CONN2,U_HR_MASTER,CV_HR
user113,HR Attrition,/SAP Template/Finance,WebI,0,2023-06-09 05:31:00,6,HANA_CONN2,U_SALES_ANALYSIS,CV_SLS
user175,Forecast Report 6,/User Folders/user175/Analysis,WebI,1,2024-05-19 16:36:00,3,EXT_REPORT_CONN,U_FINANCIALS,
user153,Inventory Snapshot,/SAP Template/Finance,Crystal,0,2025-07-11 15:16:00,14,HANA_CONN2,U_SERVICE,CV_SERV
user191,Inventory Snapshot,/User Folders/user191/Dashboards,WebI,1,2023-09-30 22:43:00,4,ECC_CONN,U_SERVICE,
user105,Production Plan,/SAP Template/Manufacturing,Crystal,0,2024-08-01 15:02:00,31,Move HANA ALL,U_MANUFACTURING,CV_CAP
user163,Forecast Report,/User Folders/user163/Dashboards,WebI,0,2023-03-19 09:26:00,39,HANA_CONN2,U_SERVICE,CV_SERV
user247,Forecast Report,/User Folders/user247/Dashboards,Crystal,0,2025-07-10 18:33:00,7,EXT_REPORT_CONN,U_PRODUCTION,
user207,Forecast Report,/SAP Template/Inventory,Crystal,1,2024-04-14 12:49:00,8,ORACLE_LINK,U_SALES_ANALYSIS,CV_SLS
user72,Production Plan,/User Folders/user72/Dashboards,WebI,0,2025-07-19 21:15:00,25,XYZ,U_MANUFACTURING,CV_CAP
user189,Sales Summary,/SAP Template/Manufacturing,Crystal,1,2024-11-23 10:44:00,19,XYZ,U_SERVICE,CV_SERV
user179,PO Details 12,/User Folders/user179/Reports,WebI,0,2025-04-21 22:34:00,39,XYZ,U_PROCUREMENT,CV_PO
user146,Customer Insights,/User Folders/user146/Analysis,Crystal,0,2025-08-29 00:30:00,17,EXT_REPORT_CONN,U_FINANCIALS,
user198,Inventory Snapshot,/User Folders/user198/Dashboards,WebI,1,2025-11-10 14:27:00,114,Move HANA ALL,U_MANUFACTURING,CV_CAP
user83,Inventory Snapshot,/User Folders/user83/Reports,Crystal,1,2023-10-22 02:41:00,32,ECC_CONN,U_HR_MASTER,
user208,PO Details,/SAP Template/Finance,Crystal,1,2023-03-12 11:02:00,15,ECC_CONN,U_PROCUREMENT,
user27,Inventory Snapshot,/User Folders/user27/Analysis,Crystal,1,2023-10-31 11:08:00,1,EXT_REPORT_CONN,U_SALES_ANALYSIS,
user120,Sales Summary 16,/User Folders/user120/Dashboards,Crystal,0,2025-08-03 11:57:00,2,API_GATEWAY,U_HR_MASTER,
user235,Sales Summary,/SAP Template/HR,Crystal,1,2024-12-13 12:29:00,18,ORACLE_LINK,U_PROCUREMENT,CV_PO
user130,Ticket Dashboard,/SAP Template/Manufacturing,WebI,1,2024-06-27 14:26:00,35,API_GATEWAY,U_PROCUREMENT,
user174,Forecast Report,/SAP Template/Inventory,WebI,0,2023-10-31 04:32:00,1,Move HANA ALL,U_MANUFACTURING,CV_CAP
user243,Customer Insights 7,/User Folders/user243/Analysis,Crystal,1,2023-05-24 11:26:00,9,ORACLE_LINK,U_PRODUCTION,CV_PROD
user237,Forecast Report,/User Folders/user237/Dashboards,WebI,1,2024-12-09 14:41:00,6,ORACLE_LINK,U_PRODUCTION,CV_PROD
user85,Production Plan,/User Folders/user85/Dashboards,Crystal,0,2023-09-25 17:27:00,29,API_GATEWAY,U_FINANCIALS,
user142,Production Plan,/SAP Template/Sales,WebI,1,2024-10-13 16:46:00,2,ECC_CONN,U_SERVICE,
user178,Sales Summary,/User Folders/user178/Dashboards,WebI,1,2023-09-28 10:40:00,9,XYZ,U_FINANCIALS,CV_FIN
user168,Sales Summary 3,/User Folders/user168/Analysis,WebI,0,2023-05-19 23:09:00,9,EXT_REPORT_CONN,U_SERVICE,
user39,GL Trial Balance,/SAP Template/Sales,WebI,1,2025-03-06 15:57:00,3,BW HANA ALL,U_MANUFACTURING,CV_CAP
user60,HR Attrition,/User Folders/user60/Analysis,Crystal,1,2023-04-11 14:14:00,25,ECC_CONN,U_SALES_ANALYSIS,
user250,PO Details,/User Folders/user250/Analysis,Crystal,0,2025-08-22 01:28:00,7,LEGACY_SYS,U_MANUFACTURING,
user23,GL Trial Balance,/User Folders/user23/Analysis,WebI,1,2023-01-30 19:01:00,9,API_GATEWAY,U_PROCUREMENT,
user137,Sales Summary,/User Folders/user137/Reports,Crystal,1,2023-04-13 19:09:00,13,XYZ,U_SERVICE,CV_SERV
user183,HR Attrition,/User Folders/user183/Dashboards,Crystal,1,2023-03-07 22:57:00,8,XYZ,U_HR_MASTER,CV_HR
user111,Inventory Snapshot,/User Folders/user111/Analysis,Crystal,0,2025-04-01 03:05:00,4,Move HANA ALL,U_SERVICE,CV_SERV
user110,Ticket Dashboard,/User Folders/user110/Reports,WebI,1,2023-12-19 04:26:00,1,LEGACY_SYS,U_PRODUCTION,
user125,Ticket Dashboard 15,/User Folders/user125/Reports,WebI,0,2025-11-12 08:50:00,2,API_GATEWAY,U_MANUFACTURING,
user132,Production Plan 13,/SAP Template/HR,WebI,0,2023-01-04 17:54:00,6,EXT_REPORT_CONN,U_SALES_ANALYSIS,
user158,Sales Summary,/SAP Template/HR,WebI,1,2023-04-25 10:50:00,4,EXT_REPORT_CONN,U_PRODUCTION,
user27,Forecast Report,/User Folders/user27/Analysis,Crystal,1,2024-01-26 02:08:00,7,LEGACY_SYS,U_HR_MASTER,
user78,Forecast Report,/User Folders/user78/Analysis,WebI,0,2023-09-01 13:48:00,5,HANA_CONN2,U_PRODUCTION,CV_PROD
user80,Inventory Snapshot,/SAP Template/Manufacturing,Crystal,0,2023-10-06 18:12:00,5,XYZ,U_SALES_ANALYSIS,CV_SLS
user210,Forecast Report 15,/SAP Template/Inventory,Crystal,1,2025-05-03 02:20:00,5,API_GATEWAY,U_PRODUCTION,
user88,Customer Insights,/User Folders/user88/Reports,Crystal,1,2025-04-25 23:59:00,1,LEGACY_SYS,U_PRODUCTION,
user239,Forecast Report,/User Folders/user239/Dashboards,Crystal,1,2025-03-29 12:44:00,8,ORACLE_LINK,U_INVENTORY,CV_INV
user182,Capacity Planning,/SAP Template/Inventory,WebI,0,2025-07-16 01:29:00,7,ECC_CONN,U_SERVICE,
user103,Inventory Snapshot 13,/SAP Template/Manufacturing,Crystal,1,2024-09-20 23:54:00,36,XYZ,U_PROCUREMENT,CV_PO
user197,GL Trial Balance 10,/SAP Template/Finance,Crystal,0,2025-07-01 07:56:00,6,Move HANA ALL,U_HR_MASTER,CV_HR
user124,PO Details,/User Folders/user124/Reports,Crystal,1,2023-06-01 22:40:00,3,ORACLE_LINK,U_INVENTORY,CV_INV
user86,PO Details,/User Folders/user86/Analysis,Crystal,1,2025-11-07 12:54:00,1,ORACLE_LINK,U_SERVICE,CV_SERV
user197,GL Trial Balance,/User Folders/user197/Dashboards,WebI,1,2023-11-06 14:22:00,4,Move HANA ALL,U_INVENTORY,CV_INV
user124,Ticket Dashboard,/SAP Template/Finance,WebI,0,2024-04-17 13:06:00,29,Move HANA ALL,U_SERVICE,CV_SERV
user190,Customer Insights,/User Folders/user190/Dashboards,WebI,0,2025-05-16 17:22:00,1,ORACLE_LINK,U_SERVICE,CV_SERV
user160,Capacity Planning,/SAP Template/Manufacturing,WebI,1,2025-08-26 14:53:00,31,ORACLE_LINK,U_INVENTORY,CV_INV
user145,Inventory Snapshot,/User Folders/user145/Dashboards,Crystal,0,2025-07-18 17:51:00,2,ORACLE_LINK,U_INVENTORY,CV_INV
user226,Customer Insights,/User Folders/user226/Analysis,Crystal,0,2025-11-24 02:37:00,15,API_GATEWAY,U_PROCUREMENT,
user197,Sales Summary,/User Folders/user197/Dashboards,Crystal,0,2024-04-10 16:32:00,65,Move HANA ALL,U_HR_MASTER,CV_HR
user74,GL Trial Balance,/User Folders/user74/Analysis,Crystal,0,2025-10-25 06:50:00,35,Move HANA ALL,U_HR_MASTER,CV_HR
user118,GL Trial Balance,/User Folders/user118/Analysis,Crystal,1,2024-09-08 03:51:00,3,LEGACY_SYS,U_HR_MASTER,
user136,Customer Insights,/SAP Template/HR,WebI,1,2023-12-07 13:23:00,1,XYZ,U_SERVICE,CV_SERV
user140,Forecast Report,/User Folders/user140/Dashboards,WebI,1,2023-04-24 05:12:00,36,API_GATEWAY,U_MANUFACTURING,
user235,Production Plan,/User Folders/user235/Dashboards,WebI,0,2025-01-15 22:38:00,36,API_GATEWAY,U_SALES_ANALYSIS,
user16,Ticket Dashboard,/User Folders/user16/Dashboards,WebI,1,2023-08-18 20:21:00,20,ORACLE_LINK,U_INVENTORY,CV_INV
