Datasource,Source System,Version,Object Status,Data Source Type ,Application Name ,Delta,Real Time,Time Dependent Data,Language Dependent Data,Content Release ,Content Timestamp ,Last User By ,Last Used TimeStamp,Last Used Date,TXTMD,TXTLG
0WFM_ITC_EDIT_AUDIT,VERITAS_FF,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,81,71,60,040",20250817,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZS_RETAIL,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,80,91,74,934",20250809,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZSS_FFDEMO,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,80,71,72,100",20250807,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZSS_FFILE,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,80,62,05,501",20250806,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,BW75S4H004,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,80,10,03,009",20250801,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZTGLSS,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,61,12,03,131",20250611,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZZSONY,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,61,01,64,648",20250610,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZMRC,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,60,81,30,458",20250608,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,Z_BAASS,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,60,72,20,601",20250607,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZFF_HAMDP,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,60,41,22,333",20250604,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZGR_SRC,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,52,71,30,922",20250527,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ARUN_SRC,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,52,61,22,410",20250526,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,SRC_ARUN,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,52,61,21,545",20250526,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZFLAT_SUBH,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,52,41,03,637",20250524,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZK_FFILE,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,52,32,34,130",20250523,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,Z_VANGISS,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,51,51,73,208",20250515,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,Z_AKSHITA,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,51,42,10,021",20250514,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,FFPVR,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,51,21,42,353",20250512,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,Z_SIVADEMO,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,51,12,30,827",20250511,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,Z_PRAD67SS,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,50,91,10,818",20250509,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,Z_SHILPASS,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,50,90,93,259",20250509,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,SS_RM_FF,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,50,90,91,929",20250509,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZCUS26,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,42,61,55,309",20250426,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZCUSSS1,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,40,91,90,920",20250409,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZFLAT_FILE,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,32,51,80,514",20250325,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,FFLINCY,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,32,41,21,757",20250324,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZCUST_MAT,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,20,81,14,617",20250208,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZFF_AV,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,20,42,34,417",20250204,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,FFSHASH,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,20,32,15,620",20250203,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,NEW FLAT,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,13,01,11,026",20250130,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_EDIT_AUDIT,ZFFSS_HR,D,INA,D,0WFM_ITC,,,,,,"2,01,20,71,61,14,615",BEST,"2,02,50,13,00,83,000",20250130,iTime Clock Punch Audit Trail,iTime Clock Punch Audit Trail
0WFM_ITC_DGRPSETTING,SSSSA,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,90,60,72,639",20250906,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZJC_REG,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,90,51,83,508",20250905,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,FFSANGU,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,90,41,30,353",20250904,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,VERITAS_FF,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,81,71,60,040",20250817,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZS_RETAIL,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,80,91,74,934",20250809,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZSS_FFDEMO,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,80,71,72,100",20250807,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZSS_FFILE,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,80,62,05,501",20250806,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,BW75S4H004,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,80,10,03,009",20250801,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZTGLSS,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,61,12,03,131",20250611,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZZSONY,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,61,01,64,648",20250610,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZMRC,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,60,81,30,458",20250608,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,Z_BAASS,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,60,72,20,601",20250607,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZFF_HAMDP,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,60,41,22,333",20250604,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZGR_SRC,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,52,71,30,922",20250527,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ARUN_SRC,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,52,61,22,410",20250526,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,SRC_ARUN,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,52,61,21,545",20250526,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZFLAT_SUBH,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,52,41,03,637",20250524,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZK_FFILE,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,52,32,34,130",20250523,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,Z_VANGISS,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,51,51,73,208",20250515,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,Z_AKSHITA,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,51,42,10,021",20250514,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,FFPVR,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,51,21,42,353",20250512,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,Z_SIVADEMO,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,51,12,30,827",20250511,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,Z_PRAD67SS,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,50,91,10,818",20250509,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,Z_SHILPASS,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,50,90,93,259",20250509,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,SS_RM_FF,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,50,90,91,929",20250509,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZCUS26,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,42,61,55,309",20250426,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZCUSSS1,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,40,91,90,919",20250409,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZFLAT_FILE,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,32,51,80,514",20250325,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,FFLINCY,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,32,41,21,757",20250324,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZCUST_MAT,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,20,81,14,617",20250208,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZFF_AV,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,20,42,34,417",20250204,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,FFSHASH,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,20,32,15,620",20250203,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,NEW FLAT,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,13,01,11,026",20250130,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_DGRPSETTING,ZFFSS_HR,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,934",BEST,"2,02,50,13,00,83,000",20250130,iTime Clock Default Setting Group,iTime Clock Default Setting Group
0WFM_ITC_CALC_RULE_T,SSSSA,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,90,60,72,639",20250906,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZJC_REG,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,90,51,83,508",20250905,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,FFSANGU,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,90,41,30,353",20250904,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,VERITAS_FF,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,81,71,60,040",20250817,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZS_RETAIL,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,80,91,74,934",20250809,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZSS_FFDEMO,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,80,71,72,100",20250807,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZSS_FFILE,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,80,62,05,501",20250806,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,BW75S4H004,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,80,10,03,009",20250801,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZTGLSS,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,61,12,03,131",20250611,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZZSONY,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,61,01,64,648",20250610,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZMRC,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,60,81,30,458",20250608,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,Z_BAASS,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,60,72,20,601",20250607,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZFF_HAMDP,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,60,41,22,333",20250604,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZGR_SRC,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,52,71,30,922",20250527,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ARUN_SRC,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,52,61,22,410",20250526,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,SRC_ARUN,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,52,61,21,545",20250526,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZFLAT_SUBH,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,52,41,03,637",20250524,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZK_FFILE,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,52,32,34,130",20250523,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,Z_VANGISS,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,51,51,73,208",20250515,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,Z_AKSHITA,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,51,42,10,021",20250514,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,FFPVR,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,51,21,42,353",20250512,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,Z_SIVADEMO,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,51,12,30,827",20250511,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,Z_PRAD67SS,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,50,91,10,818",20250509,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,Z_SHILPASS,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,50,90,93,259",20250509,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,SS_RM_FF,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,50,90,91,929",20250509,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZCUS26,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,42,61,55,309",20250426,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZCUSSS1,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,40,91,90,919",20250409,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZFLAT_FILE,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,32,51,80,514",20250325,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,FFLINCY,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,32,41,21,757",20250324,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZCUST_MAT,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,20,81,14,617",20250208,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZFF_AV,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,20,42,34,417",20250204,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,FFSHASH,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,20,32,15,620",20250203,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,NEW FLAT,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,13,01,11,026",20250130,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE_T,ZFFSS_HR,D,INA,T,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,906",BEST,"2,02,50,13,00,83,000",20250130,iTime Clock Calculation Rule Text,iTime Clock Calculation Rule Text
0WFM_ITC_CALC_RULE,SSSSA,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,90,60,72,639",20250906,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZJC_REG,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,90,51,83,508",20250905,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,FFSANGU,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,90,41,30,353",20250904,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,VERITAS_FF,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,81,71,60,040",20250817,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZS_RETAIL,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,80,91,74,934",20250809,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZSS_FFDEMO,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,80,71,72,100",20250807,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZSS_FFILE,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,80,62,05,501",20250806,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,BW75S4H004,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,80,10,03,009",20250801,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZTGLSS,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,61,12,03,131",20250611,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZZSONY,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,61,01,64,648",20250610,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZMRC,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,60,81,30,458",20250608,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,Z_BAASS,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,60,72,20,601",20250607,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZFF_HAMDP,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,60,41,22,333",20250604,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ZGR_SRC,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,52,71,30,922",20250527,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,ARUN_SRC,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,52,61,22,410",20250526,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
0WFM_ITC_CALC_RULE,SRC_ARUN,D,INA,M,0WFM_ITC_IO,,,,,,"2,01,20,71,10,75,800",BEST,"2,02,50,52,61,21,545",20250526,iTime Clock Calculation Rule Attributes,iTime Clock Calculation Rule Attributes
